 Time ,Mass ,LongitudinalMOI,RotationalMOI,CPLocation ,CGLocation,Mach number
292.274669,14.657006,5.666661,0.039178,0,1.108564,0.014159
292.520541,14.657006,5.666661,0.039178,0,1.108564,0.014149
292.766461,14.657006,5.666661,0.039178,0,1.108564,0.01415
293.012313,14.657006,5.666661,0.039178,0,1.108564,0.014166
293.258148,14.657006,5.666661,0.039178,0,1.108564,0.014144
293.504111,14.657006,5.666661,0.039178,0,1.108564,0.014148
293.74995,14.657006,5.666661,0.039178,0,1.108564,0.014145
293.99576,14.657006,5.666661,0.039178,0,1.108564,0.014146
294.241536,14.657006,5.666661,0.039178,0,1.108564,0.014148
294.487307,14.657006,5.666661,0.039178,0,1.108564,0.014142
294.733091,14.657006,5.666661,0.039178,0,1.108564,0.014146
294.978827,14.657006,5.666661,0.039178,0,1.108564,0.014157
295.224579,14.657006,5.666661,0.039178,0,1.108564,0.014188
295.470435,14.657006,5.666661,0.039178,0,1.108564,0.014116
295.716613,14.657006,5.666661,0.039178,0,1.108564,0.014137
295.962332,14.657006,5.666661,0.039178,0,1.108564,0.014152
296.208003,14.657006,5.666661,0.039178,0,1.108564,0.014134
296.453781,14.657006,5.666661,0.039178,0,1.108564,0.014137
296.699462,14.657006,5.666661,0.039178,0,1.108564,0.014145
296.945121,14.657006,5.666661,0.039178,0,1.108564,0.01413
297.190838,14.657006,5.666661,0.039178,0,1.108564,0.014139
297.43646,14.657006,5.666661,0.039178,0,1.108564,0.01414
297.682112,14.657006,5.666661,0.039178,0,1.108564,0.014128
297.927787,14.657006,5.666661,0.039178,0,1.108564,0.014148
298.173372,14.657006,5.666661,0.039178,0,1.108564,0.014125
298.616615,14.657006,5.666661,0.039178,0,1.108564,0.014131
